City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,caleta de carquin,-11.0925,-77.6267,20.590000000000032,74,17,5.83,PE,1691701199
286,safford,32.834,-109.7076,36.53000000000003,28,74,1.34,US,1691701199
287,luganville,-15.5333,167.1667,21.230000000000018,65,95,5.75,VU,1691701199
288,jinghong,21.991,100.7341,22.49000000000001,100,100,0.31,CN,1691701199
289,broken hill,-31.95,141.4333,8.710000000000036,67,0,2.95,AU,1691701000
290,dhuusamarreeb,5.535,46.3861,24.810000000000002,65,96,9.87,SO,1691701199
291,mahibadhoo,3.7833,72.9667,27.99000000000001,77,100,6.01,MV,1691701200
292,mikhaylovskoye,51.8239,79.7172,18.170000000000016,94,100,1.82,RU,1691701200
293,usinsk,65.9939,57.5281,12.200000000000045,72,0,3.69,RU,1691701200
294,yatou,37.15,122.3833,23.77000000000004,78,100,7.95,CN,1691701200
295,fallon,39.4735,-118.7774,33.84000000000003,18,20,2.06,US,1691701201
296,badger,64.8,-147.5333,21.180000000000007,88,100,0.0,US,1691701011
297,ust-nera,64.5667,143.2,19.0,47,9,0.61,RU,1691701001
298,alice springs,-23.7,133.8833,5.75,65,0,2.57,AU,1691701011
299,bamboo flat,11.7,92.7167,28.05000000000001,83,75,2.57,IN,1691701213
300,harqalah,36.0303,10.509,25.920000000000016,73,0,2.06,TN,1691701216
301,twon-brass,4.3151,6.2418,25.610000000000014,84,100,1.98,NG,1691701219
302,ta'izz,13.5,44.0,26.129999999999995,47,20,0.64,YE,1691701221
303,holualoa,19.6228,-155.9522,26.910000000000025,76,0,4.12,US,1691701028
304,malur,13.0075,77.9378,22.980000000000018,72,100,3.63,IN,1691701223
305,tazacorte,28.629,-17.9293,25.54000000000002,73,0,7.2,ES,1691701011
306,nagqu,31.5,92.0,6.340000000000032,94,100,1.54,CN,1691701017
307,boguchany,58.3814,97.4531,15.700000000000045,74,51,0.78,RU,1691701224
308,longjiang,47.3303,123.1836,17.54000000000002,90,98,2.47,CN,1691701226
309,poyarkovo,49.6,128.6833,15.490000000000009,90,33,3.2,RU,1691701228
310,tanuku,16.75,81.7,26.680000000000007,77,100,1.94,IN,1691701231
311,vila velha,-20.3297,-40.2925,23.970000000000027,84,75,5.14,BR,1691701232
312,roswell,34.0232,-84.3616,30.950000000000045,65,0,7.2,US,1691701129
313,aasiaat,68.7098,-52.8699,3.2800000000000296,87,100,4.18,GL,1691700995
314,chulakkurgan,43.765,69.1814,24.03000000000003,43,0,3.47,KZ,1691701233
315,sabzevar,36.2126,57.6819,27.360000000000014,21,0,6.65,IR,1691701234
316,colac,-38.3333,143.5833,8.240000000000009,62,100,3.85,AU,1691701234
317,zeya,53.75,127.2667,16.02000000000004,75,76,0.81,RU,1691701234
318,copiapo,-27.3667,-70.3333,15.830000000000041,37,48,2.35,CL,1691701235
319,billingshurst,51.0192,-0.4541,21.04000000000002,1,31,2.84,GB,1691701235
320,jaguariaiva,-24.2511,-49.7058,19.29000000000002,65,60,0.33,BR,1691701235
321,camapua,-19.5314,-54.0439,32.610000000000014,18,0,2.11,BR,1691701236
322,rongelap,11.1635,166.8941,28.160000000000025,75,26,5.27,MH,1691701236
323,benjamin hill,30.1667,-111.1,35.200000000000045,27,100,2.59,MX,1691701236
324,karachi,24.9056,67.0822,26.900000000000034,78,75,6.17,PK,1691701148
325,nadym,65.5333,72.5167,5.8799999999999955,84,0,9.05,RU,1691700994
326,puerto ayacucho,5.6639,-67.6236,28.230000000000018,79,83,2.01,VE,1691701019
327,turabah,21.2141,41.6331,28.870000000000005,21,61,3.95,SA,1691701237
328,bankura,23.25,87.0667,28.970000000000027,72,100,1.58,IN,1691701237
329,isla aguada,18.7833,-91.4667,30.560000000000002,68,2,4.33,MX,1691701237
330,livingstone,-17.8419,25.8543,15.370000000000005,42,0,2.36,ZM,1691701237
331,north haven,41.3909,-72.8595,24.04000000000002,90,100,3.6,US,1691701238
332,la'ie,21.6477,-157.9253,30.980000000000018,67,63,8.08,US,1691701238
333,serhetabat,35.2799,62.3438,26.49000000000001,24,0,3.66,TM,1691701238
334,el bauga,18.262,33.9081,37.03000000000003,24,70,3.96,SD,1691701239
335,prince rupert,54.3161,-130.3201,18.05000000000001,83,75,7.72,CA,1691700927
336,bayji,34.9311,43.487,37.48000000000002,18,0,5.8,IQ,1691701239
337,coquimbo,-29.9533,-71.3436,16.850000000000023,77,75,7.2,CL,1691701016
338,shinkafi,13.0753,6.5105,27.340000000000032,69,100,2.14,NG,1691701239
339,tatarka,44.9589,41.9517,25.900000000000034,50,1,4.79,RU,1691701240
340,san antonio huista,15.65,-91.7667,32.400000000000034,42,4,2.28,GT,1691701240
341,jieshi,22.8134,115.8257,27.08000000000004,85,100,1.82,CN,1691701240
342,sable-sur-sarthe,47.8376,-0.3329,24.140000000000043,67,99,4.13,FR,1691701240
343,ladario,-19.0047,-57.6017,37.05000000000001,46,0,5.14,BR,1691701183
344,general conesa,-40.1,-64.4333,17.29000000000002,33,100,6.4,AR,1691701240
345,ghat,24.9647,10.1728,29.75,16,0,4.42,LY,1691701241
346,fisterra,42.9049,-9.2629,22.08000000000004,93,40,3.06,ES,1691700989
347,remire-montjoly,4.9167,-52.2667,31.02000000000004,70,53,5.14,GF,1691701030
348,sarkand,45.41,79.9186,21.28000000000003,49,81,4.34,KZ,1691701241
349,bahia blanca,-38.7196,-62.2724,14.900000000000034,52,100,1.34,AR,1691701241
350,la passe,45.5549,-0.8967,21.129999999999995,92,34,3.6,FR,1691700985
351,cole harbour,44.6724,-63.4751,25.53000000000003,64,54,6.71,CA,1691701241
352,walvis bay,-22.9575,14.5053,13.939999999999998,94,55,3.6,NA,1691701028
353,usogorsk,63.4106,48.6872,17.160000000000025,78,4,2.17,RU,1691700996
354,fale old settlement,-9.3852,-171.2468,27.620000000000005,77,90,4.98,TK,1691700972
355,oyem,1.5995,11.5793,20.100000000000023,98,96,1.49,GA,1691701241
356,staryye ozinki,51.1786,49.6769,23.32000000000005,36,37,3.04,RU,1691701242
357,palu,-0.8917,119.8707,24.55000000000001,88,100,1.81,ID,1691701242
358,faya-largeau,17.9257,19.1043,35.30000000000001,39,97,4.58,TD,1691701242
359,kanniyakumari,8.0833,77.5667,25.29000000000002,83,52,2.85,IN,1691701242
360,inhambane,-23.865,35.3833,17.920000000000016,70,0,3.39,MZ,1691701035
361,port mathurin,-19.6833,63.4167,22.640000000000043,80,43,8.87,MU,1691700995
362,hobyo,5.3505,48.5268,24.53000000000003,86,90,11.94,SO,1691701032
363,barcelona,41.3888,2.159,28.79000000000002,64,0,0.51,ES,1691701219
364,dhidhdhoo,6.8833,73.1,28.260000000000048,75,98,7.89,MV,1691701243
365,saryozek,44.3583,77.9753,20.860000000000014,58,100,2.35,KZ,1691701243
366,mandera,3.9366,41.867,28.060000000000002,45,86,8.89,KE,1691701243
367,vadso,70.0744,29.7487,22.49000000000001,77,0,1.54,NO,1691700991
368,talas,38.6908,35.5538,20.370000000000005,46,0,2.57,TR,1691701243
369,arar,30.9753,41.0381,36.01000000000005,9,20,3.6,SA,1691701243
370,palikir - national government center,6.9248,158.1611,24.410000000000025,94,75,0.0,FM,1691700973
371,opuwo,-18.0607,13.84,18.600000000000023,32,0,2.64,NA,1691701243
372,aswan,24.0934,32.907,37.610000000000014,13,0,4.12,EG,1691701243
373,xining,36.6167,101.7667,16.99000000000001,92,97,1.53,CN,1691701009
374,petrolina,-9.3986,-40.5008,29.03000000000003,37,20,5.66,BR,1691701244
375,san rafael,-34.6177,-68.3301,20.930000000000007,13,0,4.06,AR,1691701029
376,gillingham,51.3891,0.5486,22.80000000000001,71,20,2.89,GB,1691701244
377,gouyave,12.1646,-61.7296,29.430000000000007,84,40,7.2,GD,1691701244
378,lincoln city,44.9582,-124.0179,25.160000000000025,59,0,3.58,US,1691700947
379,buon ma thuot,12.6667,108.05,21.05000000000001,96,40,1.01,VN,1691701244
380,khrenovoye,51.12,40.2889,20.29000000000002,84,74,5.13,RU,1691701244
381,kalabo,-14.97,22.6814,17.160000000000025,31,2,2.86,ZM,1691701244
382,chitipa,-9.7024,33.2697,12.03000000000003,96,7,2.25,MW,1691701245
383,christchurch,-43.5333,172.6333,3.0100000000000477,85,99,1.32,NZ,1691701056
384,lijiang,26.8688,100.2207,15.07000000000005,96,100,1.11,CN,1691701245
385,metlili chaamba,32.2667,3.6333,33.52000000000004,14,0,3.6,DZ,1691701245
386,vila franca do campo,37.7167,-25.4333,23.230000000000018,91,58,1.23,PT,1691701011
387,kharp,66.8014,65.8081,8.79000000000002,93,9,3.52,RU,1691701245
388,camana,-16.6228,-72.7111,20.05000000000001,77,7,4.21,PE,1691701245
389,lepsy,46.235,78.9456,26.590000000000032,35,60,3.96,KZ,1691701245
390,vytegra,61.0064,36.4481,17.870000000000005,78,4,3.53,RU,1691701246
391,vilyuysk,63.7553,121.6247,13.57000000000005,77,11,2.71,RU,1691701016
392,manicore,-5.8092,-61.3003,25.970000000000027,83,0,2.06,BR,1691700987
393,fort st. john,56.2499,-120.8529,16.939999999999998,72,75,5.14,CA,1691700971
394,novodvinsk,64.4165,40.8122,17.870000000000005,83,12,1.04,RU,1691701246
395,bereznik,62.8551,42.7072,17.82000000000005,84,7,0.92,RU,1691701246
396,basco,20.4487,121.9702,28.090000000000032,85,66,9.0,PH,1691701246
397,santana,-0.0583,-51.1817,32.10000000000002,58,20,6.69,BR,1691701015
398,puerto armuelles,8.2833,-82.8667,28.99000000000001,91,64,1.34,PA,1691701166
399,mugia,43.1041,-9.2179,22.170000000000016,92,61,3.86,ES,1691701035
400,williston,48.147,-103.618,29.410000000000025,40,46,2.68,US,1691701202
401,lhasa,29.65,91.1,16.02000000000004,71,100,0.95,CN,1691701247
402,gadzhiyevo,69.2551,33.3362,16.07000000000005,75,0,4.97,RU,1691701247
403,gazojak,41.1875,61.4036,27.120000000000005,30,0,3.25,TM,1691701247
404,rumphi,-11.0186,33.8575,14.390000000000043,69,38,1.81,MW,1691701013
405,ulladulla,-35.35,150.4667,5.1299999999999955,84,0,2.19,AU,1691701247
406,las tablas,7.7667,-80.2833,29.80000000000001,75,67,4.84,PA,1691701248
407,lensk,60.7253,114.9278,19.650000000000034,74,100,1.64,RU,1691700997
408,klaksvik,62.2266,-6.589,11.510000000000048,90,51,6.71,FO,1691701248
409,lengshuitan,26.4111,111.5956,25.25,78,6,1.27,CN,1691701248
410,hola,51.5377,23.1902,14.100000000000023,66,92,1.49,PL,1691701249
411,blackwell,36.8045,-97.2828,33.30000000000001,44,0,2.06,US,1691701249
412,kadnikov,59.5022,40.338,19.33000000000004,85,100,1.5,RU,1691701249
413,tionk essil,12.7856,-16.5217,29.03000000000003,77,100,4.76,SN,1691701249
414,khilok,51.3674,110.4676,12.54000000000002,98,100,1.75,RU,1691701249
415,kavieng,-2.5744,150.7967,27.08000000000004,78,100,7.05,PG,1691701250
416,tolanaro,-25.0319,46.9987,19.04000000000002,77,75,3.09,MG,1691701250
417,fort-shevchenko,44.5086,50.263,27.430000000000007,67,31,6.61,KZ,1691701250
418,sao desiderio,-12.3633,-44.9733,28.180000000000007,28,100,1.9,BR,1691701250
419,kwang binh,17.4833,106.6,27.810000000000002,70,100,1.7,VN,1691701250
420,yamada,39.4667,141.95,24.74000000000001,93,52,1.86,JP,1691701250
421,"laikit, laikit ii (dimembe)",1.4792,124.9735,22.470000000000027,94,20,1.03,ID,1691701252
422,mitu,1.1983,-70.1733,26.700000000000045,88,77,2.26,CO,1691701219
423,gurlan,41.8447,60.3919,25.950000000000045,35,0,2.75,UZ,1691701252
424,benguela,-12.5763,13.4055,19.640000000000043,86,100,3.13,AO,1691701253
425,salekhard,66.53,66.6019,8.29000000000002,87,2,1.79,RU,1691701253
426,alesund,62.4723,6.1549,13.75,89,75,5.14,NO,1691701253
427,yarrawonga,-36.0167,146.0,3.7800000000000296,90,32,0.92,AU,1691701254
428,madimba,-10.4,40.3333,22.230000000000018,84,50,4.48,TZ,1691701254
429,asosa,10.0667,34.5333,16.100000000000023,80,97,1.97,ET,1691701254
430,jiangyou,31.7667,104.7167,25.120000000000005,95,72,1.38,CN,1691701254
431,stephenville,32.2207,-98.2023,42.920000000000016,24,0,1.79,US,1691701220
432,belo sur tsiribihina,-19.7,44.55,20.870000000000005,93,0,0.91,MG,1691701254
433,severnoye,56.3491,78.3619,10.900000000000034,86,68,2.32,RU,1691701255
434,yeniseysk,58.4497,92.1703,13.430000000000007,95,100,1.45,RU,1691701255
435,mozhaysk,55.5019,36.0272,14.900000000000034,63,100,1.79,RU,1691701255
436,aneho,6.2333,1.6,26.110000000000014,84,11,5.33,TG,1691701255
437,smirnykh,49.75,142.8333,12.720000000000027,99,100,0.57,RU,1691701255
438,daru,-9.0763,143.2092,23.700000000000045,75,97,7.49,PG,1691700992
439,elko,41.0002,-115.5012,30.090000000000032,15,0,3.58,US,1691701255
440,lapa,-25.7697,-49.7158,16.379999999999995,91,89,1.86,BR,1691700998
441,falmouth,50.1544,-5.0711,17.5,100,100,4.12,GB,1691701256
442,juneau,58.3019,-134.4197,15.680000000000007,97,100,6.17,US,1691700916
443,nyaunglebin,17.95,96.7333,23.510000000000048,97,100,0.8,MM,1691701256
444,lorengau,-2.0226,147.2712,27.060000000000002,80,100,6.43,PG,1691701256
445,arauca,7.0847,-70.7591,27.980000000000018,83,40,2.06,CO,1691701256
446,birjand,32.8663,59.2211,24.260000000000048,22,0,4.12,IR,1691701036
447,holetown,13.1867,-59.6381,30.310000000000002,78,22,6.62,BB,1691701256
448,hassi messaoud,31.6804,6.0729,35.920000000000016,15,0,2.57,DZ,1691701256
449,aitape,-3.1374,142.3475,27.460000000000036,79,99,5.88,PG,1691701256
450,rundu,-17.9333,19.7667,17.360000000000014,31,19,3.21,NA,1691701257
451,tobelo,1.7284,128.0095,25.350000000000023,83,82,3.28,ID,1691701257
452,nuuk,64.1835,-51.7216,9.340000000000032,81,75,1.03,GL,1691700986
453,geraldton,-28.7667,114.6,13.230000000000018,94,100,2.06,AU,1691701005
454,taulaga,-11.0553,-171.0883,28.28000000000003,72,99,5.48,AS,1691701257
455,basni,27.1667,73.65,28.680000000000007,65,100,8.07,IN,1691701257
456,takoradi,4.8845,-1.7554,23.480000000000018,87,75,1.92,GH,1691701257
457,san antonio de pale,-1.4014,5.6325,23.730000000000018,87,69,4.72,GQ,1691701012
458,litchfield,41.7668,-73.2501,21.620000000000005,95,100,1.94,US,1691701257
459,okhotsk,59.3833,143.3,13.939999999999998,85,95,2.75,RU,1691700988
460,southside,33.9245,-86.0225,30.670000000000016,73,0,5.66,US,1691701258
461,xingtai,37.0631,114.4942,26.04000000000002,88,100,0.31,CN,1691701258
462,abu jibeha,11.4562,31.2285,23.220000000000027,71,69,1.25,SD,1691701258
463,urengoy,65.9667,78.3667,9.439999999999998,71,4,9.73,RU,1691701259
464,sisimiut,66.9395,-53.6735,7.610000000000014,90,100,4.34,GL,1691701260
465,yanykurgan,43.915,67.2481,24.090000000000032,47,0,3.75,KZ,1691701263
466,kapa'a,22.0752,-159.319,28.99000000000001,77,11,3.13,US,1691701279
467,chosica,-11.9431,-76.7094,15.670000000000016,52,1,3.41,PE,1691701279
468,arendal,58.4615,8.7725,13.890000000000043,70,98,1.17,NO,1691701254
469,eldorado at santa fe,35.5264,-105.9347,31.120000000000005,26,20,2.68,US,1691701282
470,grande prairie,55.1667,-118.8027,19.100000000000023,48,75,9.77,CA,1691701282
471,riviere-du-loup,47.8304,-69.5342,17.150000000000034,77,82,2.57,CA,1691701050
472,revda,56.801,59.9303,10.080000000000041,89,9,1.52,RU,1691701283
473,narasannapeta,18.4167,84.05,27.939999999999998,75,97,1.57,IN,1691701283
474,onega,63.9061,38.1404,16.700000000000045,97,24,0.77,RU,1691701025
475,diapaga,12.0708,1.7889,23.57000000000005,91,61,3.2,BF,1691701284
476,cascais,38.6979,-9.4215,23.920000000000016,74,20,7.72,PT,1691701017
477,mul,20.0667,79.6667,25.460000000000036,79,95,0.63,IN,1691701285
478,kargasok,59.0556,80.8572,11.840000000000032,98,100,3.66,RU,1691701285
479,cadale,2.7603,46.3222,24.810000000000002,84,62,7.85,SO,1691701286
480,sola,-13.8833,167.55,23.350000000000023,67,100,13.29,VU,1691701286
481,lukolela,-1.0605,17.1821,23.52000000000004,73,85,1.33,CD,1691701286
482,chiredzi,-21.05,31.6667,17.120000000000005,50,76,1.29,ZW,1691701287
483,cherkessk,44.2233,42.0578,22.460000000000036,76,1,1.75,RU,1691701287
484,lan sak,15.4529,99.5761,24.560000000000002,79,97,2.0,TH,1691701287
485,minsk,53.9,27.5667,12.860000000000014,85,85,2.15,BY,1691701245
486,ayr,55.4627,-4.6339,20.939999999999998,83,75,4.12,GB,1691701287
487,luanda,-8.8368,13.2343,22.0,73,0,3.6,AO,1691701019
488,qarauyl,48.9451,79.255,19.860000000000014,65,37,5.8,KZ,1691701288
489,uglegorsk,49.0833,142.0333,14.0,96,100,1.6,RU,1691701288
490,miastko,54.0028,16.9826,10.230000000000018,83,24,1.65,PL,1691701288
491,midelt,32.6852,-4.7451,28.620000000000005,23,38,1.07,MA,1691701288
492,sretensk,52.2453,117.7093,15.5,96,100,0.45,RU,1691701288
493,namtsy,62.7161,129.6658,13.830000000000041,67,2,1.75,RU,1691700974
494,homestead meadows south,31.811,-106.1643,37.76000000000005,20,23,4.26,US,1691701288
495,morris,40.8334,-74.5329,21.590000000000032,95,100,1.54,US,1691701289
496,dongsheng,39.8161,109.9776,20.379999999999995,88,100,2.34,CN,1691701289
497,athens,37.9795,23.7162,27.590000000000032,51,40,3.6,GR,1691700504
498,perry,37.2506,-83.1999,27.100000000000023,84,80,3.81,US,1691701289
499,bhuj,23.2667,69.6667,26.810000000000002,79,100,6.47,IN,1691701289
500,crane,31.3974,-102.3501,41.74000000000001,12,1,2.82,US,1691701005
501,alofi,-19.0595,-169.9187,24.939999999999998,94,40,2.06,NU,1691700998
502,tralee,52.2704,-9.7026,14.700000000000045,95,29,2.38,IE,1691700992
503,punta del este,-34.9667,-54.95,18.060000000000002,90,100,4.12,UY,1691701290
504,kavalerovo,44.2661,135.0572,16.55000000000001,100,100,1.18,RU,1691701290
505,caleta olivia,-46.4393,-67.5281,13.520000000000039,49,13,6.69,AR,1691701290
506,visakhapatnam,17.69,83.2093,27.53000000000003,67,99,1.18,IN,1691701210
507,maragogi,-9.0122,-35.2225,23.640000000000043,82,6,3.65,BR,1691701290
508,ha'il,27.5219,41.6907,34.01000000000005,14,0,3.09,SA,1691701290
509,lata,40.1629,-8.3327,17.150000000000034,89,0,1.35,PT,1691700980
510,gorontalo,0.5412,123.0595,23.30000000000001,91,100,2.23,ID,1691701291
511,baise city,23.8997,106.6133,25.28000000000003,97,1,0.27,CN,1691701291
512,byron bay,-28.65,153.6167,10.950000000000045,69,0,2.27,AU,1691700930
513,tambopata,-12.7333,-69.1833,33.94,52,40,2.06,PE,1691701291
514,tidjikja,18.5564,-11.4271,37.52000000000004,17,7,6.86,MR,1691701291
515,farah,32.5,62.5,29.27000000000004,18,0,1.87,AF,1691701021
516,zouerate,22.7187,-12.4521,37.47000000000003,16,93,4.21,MR,1691701017
517,serdar,38.9764,56.2757,32.44,20,0,1.49,TM,1691701024
518,tibiri,13.5627,7.0485,27.80000000000001,58,100,1.38,NE,1691701292
519,katsuura,35.1333,140.3,26.189999999999998,88,6,4.06,JP,1691701016
520,dihok,36.8695,42.994,33.93000000000001,13,0,1.01,IQ,1691701292
521,amga,60.8953,131.9608,14.330000000000041,96,4,0.98,RU,1691701010
522,gurghiu,46.7667,24.85,14.140000000000043,71,66,1.29,RO,1691701292
523,al bayda',32.7627,21.7551,20.210000000000036,82,18,4.93,LY,1691701292
524,tual,-5.6667,132.75,25.52000000000004,80,70,9.18,ID,1691701292
525,colonia,50.9333,6.95,20.54000000000002,74,0,1.03,DE,1691701009
526,bintulu,3.1667,113.0333,25.230000000000018,94,20,1.54,MY,1691701293
527,kruisfontein,-34.0033,24.7314,19.010000000000048,28,2,5.09,ZA,1691700943
528,yoko,5.5333,12.3167,18.189999999999998,98,95,0.85,CM,1691701293
529,dunedin,-45.8742,170.5036,3.2200000000000273,75,100,0.45,NZ,1691700894
530,sheksna,59.21,38.5107,16.980000000000018,95,4,1.78,RU,1691701293
531,pedro juan caballero,-22.5472,-55.7333,29.980000000000018,42,20,2.06,PY,1691701293
532,saldanha,-33.0117,17.9442,13.03000000000003,76,0,2.9,ZA,1691701293
533,turan,16.0678,108.2208,27.99000000000001,78,20,0.51,VN,1691701294
534,puerto aysen,-45.4,-72.7,9.020000000000039,87,100,0.0,CL,1691701244
535,edmundston,47.3737,-68.3251,24.510000000000048,56,20,1.03,CA,1691701274
536,krasnoturansk,54.3186,91.5639,14.970000000000027,74,98,2.11,RU,1691701294
537,saint-pierre,-21.3393,55.4781,19.82000000000005,68,0,3.09,RE,1691701026
538,kununurra,-15.7667,128.7333,13.990000000000009,88,55,2.06,AU,1691701010
539,karagandy,49.8019,73.1021,17.970000000000027,77,97,8.06,KZ,1691701294
540,vilhena,-12.7406,-60.1458,33.120000000000005,35,40,5.14,BR,1691700971
541,fortuna,40.5982,-124.1573,21.629999999999995,77,100,5.14,US,1691700984
542,santa cruz,-17.8,-63.1667,32.03000000000003,48,20,12.35,BO,1691701294
543,mostaganem,35.9311,0.0892,26.760000000000048,63,0,0.86,DZ,1691701295
544,burnie,-41.0667,145.9167,10.090000000000032,88,100,2.91,AU,1691701295
545,aginskoye,51.1,114.53,15.350000000000023,97,100,1.57,RU,1691701295
546,pangody,65.85,74.4859,6.020000000000039,83,1,8.59,RU,1691701295
547,pingliang,35.5392,106.6861,21.30000000000001,88,71,2.94,CN,1691701295
548,essaouira,31.5125,-9.77,30.720000000000027,66,20,1.54,MA,1691701295
549,nurlat,54.4277,50.8051,19.390000000000043,58,4,2.79,RU,1691701295
550,bantay,17.5847,120.3892,25.840000000000032,87,100,3.22,PH,1691701295
551,saynshand,44.8824,110.1163,21.010000000000048,65,1,2.53,MN,1691701296
552,kismayo,-0.3582,42.5454,24.189999999999998,83,46,7.28,SO,1691701296
553,berdigestyakh,62.0989,126.6992,13.710000000000036,84,0,2.87,RU,1691701296
554,namibe,-15.1961,12.1522,16.010000000000048,89,20,3.79,AO,1691701013
555,kerikeri,-35.2268,173.9474,6.6200000000000045,94,34,2.28,NZ,1691700997
556,lydenburg,-25.0978,30.4597,7.170000000000016,92,2,0.85,ZA,1691701296
557,ormara,25.2088,64.6357,27.07000000000005,83,100,5.71,PK,1691701296
558,chibougamau,49.9168,-74.3659,20.79000000000002,68,100,7.2,CA,1691701001
559,khandyga,62.6667,135.6,16.400000000000034,61,14,1.33,RU,1691701010
560,kani keli,-12.9536,45.1033,24.590000000000032,76,0,6.89,YT,1691701297
561,lichinga,-13.3128,35.2406,14.050000000000011,77,0,5.36,MZ,1691701297
562,daltonganj,24.0333,84.0667,25.99000000000001,82,99,2.2,IN,1691701297
563,acapulco de juarez,16.8634,-99.8901,31.460000000000036,65,82,3.37,MX,1691701288
564,key west,24.5557,-81.7826,32.78000000000003,66,1,3.58,US,1691701258
565,cannonvale,-20.2833,148.7,18.660000000000025,76,2,4.36,AU,1691701298
566,quesnel,52.9999,-122.5029,18.28000000000003,55,75,2.57,CA,1691701230
567,tevriz,57.509,72.4042,12.5,82,97,3.66,RU,1691701298
568,bovril,-31.3431,-59.4451,20.510000000000048,64,95,1.94,AR,1691701298
569,chernyshevskiy,63.0128,112.4714,15.439999999999998,78,100,1.94,RU,1691701299
570,lahij,13.1667,44.5833,31.25,51,66,2.37,YE,1691701299
571,nowshahr,36.649,51.496,26.970000000000027,83,0,0.0,IR,1691701299
572,diego de almagro,-26.3667,-70.05,23.74000000000001,17,29,2.25,CL,1691701299
